Network,Address,Name,Solidity Version,Txcount,Create Date
mainnet,0xd21730353086b0d6c34656ca74f4e4295dc9b8e0,BABYCUBAN,0.8.4,783,7/20/2021
mainnet,0x736fcb9221bc56a76116981d010d17a320d7ca73,zHQPreSale,v0.4.16,5,10/03/2017
mainnet,0x3a6b6db3706cc37e91469dd9f4f499a2ea3c5589,FaceblockCrowdsale,v0.4.11,3,11/11/2017
mainnet,0x3e29bed41015a9a8c147de1634373f6149ad82c3,sixsixsix,0.7.6,89,11/01/2022
mainnet,0x1fd19dbdc459422d88cf83ccbe9d8142bd8b7a53,SCIDAO,0.8.13,1676,4/28/2022
mainnet,0x3363e360c565b43dad7cd468f63fa27b74932b15,SelfPayPreSale,v0.4.15,3,10/02/2017
mainnet,0x6aa1990f72c53000aceff1d8934d1ca2802aa1d8,Creator,v0.4.21,1,5/24/2018
mainnet,0xccf09a5a9449b8d39e27f7fcffbb1a30ec29c8db,VeTokenizedAssetRegistry,v0.4.13,23,11/08/2017
mainnet,0xc0bcb3409027f74e9397c961028734b2f9f6bb0e,ZilliosCrowdsale,0.8.0,7,5/05/2021
mainnet,0x231552645705b2cfe5fc425ff2b1e04b4b7596e1,KingTsuka,0.8.13,656,9/24/2022
mainnet,0x4f9330df83b26b8e1df8380fa363cb9894dc63ef,Deployer,v0.4.18,2,11/08/2017
mainnet,0xc33c75e387377a7392077c5d97a12ca67f1b7042,Crowdsale,v0.4.19,4,11/03/2017
mainnet,0xcda342715528b24eb5e840b847e83900b71dc0f1,Crowdsale,v0.4.11,115,11/08/2017
mainnet,0x185d2442bb720ca9e1b552951e36f724ab56c946,ProofOfMaltipoo,0.8.9,2,9/24/2022
mainnet,0x550c2b7a86213a2f8c87fda57cc9886f256d8669,Pochi,0.8.17,26,1/20/2023
mainnet,0x9d9bcdd249e439aaab545f59a33812e39a8e3072,Auctions,v0.4.21,7931,5/23/2018
mainnet,0x1052112d8af959e460fc61d0330e4e149bb00698,ProofOfMaltipoo,0.8.9,20,9/24/2022
mainnet,0xf2fbb2939981594e25d93e6226231fcc1b01718e,Sale,v0.4.17,3248,11/05/2017
mainnet,0xc557f5ae0557fc249d629ef797e615c5d69ef864,Crowdsale,v0.4.18,2,11/07/2017
mainnet,0x667694e1ad3d361b95fc72868713d771e2729bc2,BankOfX,0.8.13,871,5/05/2022
mainnet,0xe6cf54ef77ad3616274a1ac6c62ed1b8814231a4,MoleculeCrowdsale,v0.4.24,11,5/24/2018
mainnet,0x00bef2b6b0948de9e97e2038a1dd87af0b1bcf14,Deployer,v0.4.18,2,11/07/2017
mainnet,0xb1998ca4a564d7d42d0468426bb5fc072bd16ee8,VeiagCrowdsale,v0.4.25,9,9/26/2018
mainnet,0xcc6ec1571f5496cae4b8281512042c66e084626b,Crowdsale,v0.4.18,7,11/07/2017
mainnet,0x881ef8c83e612f8573cfcc9c8a078d6f17a52bd8,MoonInc,v0.4.20,2077,5/24/2018
mainnet,0xe6f90ab72422a38be6203592400a40d853c74662,CASINU,0.8.10,118,1/07/2022
mainnet,0x32da8923f36936684262e34d6be1d5fa26708d36,Deployer,v0.4.18,2,11/07/2017
mainnet,0x88e74996b15f5d5cc7aebddff4dde90c0c18bf47,VestingFactory,0.6.12,2,5/05/2021
mainnet,0x52361aaad6656383bc5acd3fb20f6a1ba5280a54,Crowdsale,v0.4.18,4,11/07/2017
mainnet,0xf89fde20cc4e91f3e55ea6700019f2f7c5e5a642,Deployer,v0.4.18,2,11/07/2017
mainnet,0xb5852e69be43f4f71fe656144485d2b2675bdb7a,CheapSwapFactory,0.8.12,7,6/28/2022
mainnet,0x9ecf0e6e96ccf8de78fbc10ff475983810662327,MERGEPOOL,0.8.17,181,9/24/2022
mainnet,0xa15beb4876f20018b6b4a4116b7560c5fcc9336e,OrgV1Factory,0.8.0,52,6/16/2021
mainnet,0x40316c0d0a888c169cddb82bf2db22dca9d36b45,Deployer,v0.4.18,2,11/06/2017
mainnet,0x09a347a9d6ea6f319b3ff05b14cee12a8c2d3d6e,Crowdsale,v0.4.18,4,11/06/2017
mainnet,0x96d25255afd756ada0dd548db0a5a10bbf4b538e,BANANAS,0.8.13,68,6/19/2022
mainnet,0x92249e2ac5ff1645a2f25519a832fddbc13dac1c,Crowdsale,v0.4.15,52,11/05/2017
mainnet,0xd725f570e26f9a57676d8f783390237c30fa5794,ShibDex,0.7.6,19,8/12/2022
mainnet,0xdfa0a65cd0c0b83d27baeaaa785e786e2a3cad82,MainSale,v0.4.18,5,11/05/2017
mainnet,0x6d759f04a5fe53f95fe2342c1d20ecda069c7c5a,KassotToken,v0.4.23,2,5/23/2018
mainnet,0xf5694866a8442b6277f828e87eaad74f94d4a5d3,BTCA,0.8.15,381,12/14/2022
mainnet,0x708b59e6735967e24a712c040d63b072201eca27,NewCoinToken,v0.4.18,6,11/04/2017
mainnet,0xfd2e5089be9a1944e45f0497721a9ae1efce4c5c,Crowdsale,v0.4.16,1,11/04/2017
mainnet,0xb37fdb09a5793ecddc1efc48014d6d4f55096e4b,Sale,v0.4.17,588,11/04/2017
mainnet,0x4e521ff388c83b4c945a33984ba42efb73cc04e6,WrapNZapFactory,0.8.1,35,7/22/2021
mainnet,0xbff422e9af8e453314639d4665745a9a39aa0592,BulleonICO,v0.4.18,748,11/03/2017
mainnet,0x66105e698aeb55dc0aec74a142958bef00430240,TssCrowdsale,v0.4.17,31,11/03/2017
mainnet,0x427243db19e19690096c51eaea006d7bc2fbe85e,BabyUSDT,0.8.13,9,9/25/2022
mainnet,0x9a2f5acc73abca5519689db535c753e4cdee96dc,GBECrowdsale,v0.4.23,23,9/25/2018
mainnet,0x8440a3db2e68166810bb340ef20d0fac23cbe3f0,B2BCCrowdsale,v0.4.15,32,11/03/2017
mainnet,0x9cfae9369690836a9b176cfcd7fb07ab1cb9ab44,HORACE,0.8.13,149,6/28/2022
mainnet,0x1d15a70f1c8c2a9938ba8036f5a46021146d8c15,eVAULT,0.8.4,579,7/22/2021
mainnet,0x69524b84856a25d7e99fa5f714a80cfcc4c84d74,CrowdGenerator,v0.4.24,4,9/24/2018
mainnet,0xa1ed5d028d21511ed7959f95968f8702d7456ecd,Crowdsale,v0.4.18,10,11/03/2017
mainnet,0x2ccafb98a12d6f1c13a98777953ea9c51a967732,MuskVsPutin,0.8.7,28,3/15/2022
mainnet,0x238a542d17cd9e38ea232949e3816cf30161b77c,CryptoTradeCrowdsale,v0.4.18,4,11/02/2017
mainnet,0xf547151dfa4498b7258935ffe5dbb3c4388179b4,aETHER,0.8.4,11,7/22/2021
mainnet,0x9d713e0a2f6a1c9650083ebca27f4520cd2cde8e,TokenSale,v0.4.25,9,9/24/2018
mainnet,0x1741285ae277ac759d008697a1028012d9f8c431,HermesTokenCrowdsale,v0.4.16,3,11/02/2017
mainnet,0x0ab23af9a571c03e4b23ed919c23f570e95e7fc5,Epigeon,0.4.26,10,3/15/2022
mainnet,0x804733eeeea1acdf10e886cf1921a7c6b1da97a7,HyperSonic,0.8.6,12,10/21/2021
mainnet,0x723aaf922709819c25344b81901dd8a9c84c0b89,ESportsMainCrowdsale,v0.4.16,319,10/31/2017
mainnet,0x2c687b93ccef2b0a206b20b383c85488071b88d5,EthereumPro,0.8.4,5,7/23/2021
mainnet,0xca4e51d78c1c41032b44923bbfa1bd99bcc194cc,Crowdsale,v0.4.24,2,5/22/2018
mainnet,0x3be73ba236e190030c88e7cd011cb2b536aa2836,Misty,0.8.4,138,7/23/2021
mainnet,0xfc3139bf3e45f07350fcb89097c3771497fa9110,Crowdsale,v0.4.18,2,10/31/2017
mainnet,0xb2f1db990391cf852c982ece7fa67a143ae37c37,Presale,v0.4.16,5,10/31/2017
mainnet,0x9841a0b0bfbaa17c714959cdf9e91b0a7bfa974b,AnteNFTBalanceTestFactory,0.8.18,4,3/03/2023
mainnet,0xac7ceccf97c8386c63abbb7490ec72fe8d2c3363,BiTianToken,v0.4.25,60,9/22/2018
mainnet,0x7d90e89e5624a73595d12d8cd755fa5a061eeb1a,ATD,0.7.6,143,8/13/2022
mainnet,0xa58def73c5306df55e3267a02a09a05886de564a,ShibPulse,0.7.6,73,8/13/2022
mainnet,0xbe612b724b77038bc40a4e4a88335a93a9aa445b,PTokenFactory,0.6.12,5,5/07/2021
mainnet,0x54419fd79f1b054b72ab633ed339dc0cf85e3cc4,Token,0.8.19,4,3/03/2023
mainnet,0x97967c25f5a0de5cdc3c9d687ec3036c7b15252f,VideoPoker,v0.4.23,7289,5/21/2018
mainnet,0xa3c0a687a6665b9f2f7e718215fbb9cb588283a9,Factory,v0.4.24,2,5/21/2018
mainnet,0xfb0afc5ecc411a07c2121204f01e0f051045fff1,SAITADAO,0.8.13,15,5/07/2022
mainnet,0x3a4101f7b462e5a1858a8a5d91aca947f037865e,Token,0.8.19,9,3/03/2023
mainnet,0x98f46c3eb0d9bec50a2eb1e3fb16c62d4536cae1,FourtySevenTokenCrowdsale,v0.4.15,4953,10/30/2017
mainnet,0xc2b4973b25669114480f92266d4eb190ba9cc5e7,Token,0.8.19,5,3/03/2023
mainnet,0x4f0d5bb99f87610d3f1522029121f1f9ca3a904e,Crowdsale,v0.4.15,26,10/30/2017
mainnet,0x823396ece51b028784b2fe02fba8523dfdff6fbf,Token,0.8.19,17,3/03/2023
mainnet,0xfaafec02c38ebb2a7920f6307e7b4e147eb110e3,VELARIUM,0.8.13,26,6/29/2022
mainnet,0xdff832f6988e4a9e3fcfbff4cc24d052143aba0e,CRT,0.8.9,19,10/21/2021
mainnet,0x88352befc5d05dd00bb2ca12cd4062aca8dd0e38,ShuriTama,0.8.10,26,3/16/2022
mainnet,0xe3ffa053ae0d84280f01901e2d7813d7523cfcf6,RiskPoolFactory,0.8.0,1,6/29/2022
mainnet,0x1d0f2332f8c5800fbf344dc4e86ddf97c52b7b67,SplitterService,v0.4.18,2,10/29/2017
mainnet,0x1cb34a85287a78484b659f6257bf523c4dfb1c07,BLACKDOG,0.8.13,34,5/07/2022
mainnet,0x72b82c67b9cf4b88d7eacde5f301d725dec5299a,LIMITLESS,0.8.12,882,6/29/2022
mainnet,0x6f4e143b29694262a2ae60cc4aa83b3cc42d994f,MCCPRINTER,0.6.12,3,1/11/2022
mainnet,0x0a16d3dd93be7ae7feb5d2578df38c30e8bae62f,TsukaProtector,0.8.13,9,9/25/2022
mainnet,0xe5ad222510f4547d0f473d46a643a6cc77645f94,IpoCreator,v0.4.24,7,9/20/2018
mainnet,0xb80986aab8cf7fc025f694b667f33809ac186a60,PLTContract,0.8.4,6,7/23/2021
mainnet,0xa3958375aa3b1494fae8d53dc4a074232801bbbe,STQPreICO3,v0.4.15,17,10/28/2017
mainnet,0x7f7056a642f8df989945a1918223fb3ee127b3c8,LUNATICS,0.8.15,3,3/05/2023
mainnet,0xedfb84a94051f49b9c65cee01a98d1fd802f3e6d,MoonInc,v0.4.20,86,5/20/2018
mainnet,0x21adea9cae9315b037dc6403af64f3d54fce3223,MoonInc,v0.4.20,3,5/20/2018
mainnet,0x7b26f8c27da4b273bcaae9570c4c5ada16c1a1e4,MIDAS,0.8.10,904,12/13/2022
mainnet,0x57caa620a70eb952024ee4fd66943eeeb922d907,LUNATICS,0.8.15,2,3/05/2023
mainnet,0x9255cefbae5b66430a622bc249bd287daa66fe58,EIP,0.8.16,20,12/13/2022
mainnet,0x2de60f36bb208b5c96acb36d4a49aad3e2be0627,GJCICO,v0.4.15,824,10/27/2017
mainnet,0xab6e163cbeb3959b68b90bec722f5a9eef82ba72,EthereumPro,0.8.4,1588,7/24/2021
mainnet,0xb5430c95a3a5b8530ce43662ccb23052bdd158b1,FlokiLINK,0.8.4,28,7/23/2021
mainnet,0x3855024445fada90ae1f418a095714cf4dc9fc3f,NeLunaCoinCrowdsale,v0.4.25,2,9/20/2018
mainnet,0x9e84beca3e4d3cfe5c3b5e1b534363e8d7468abc,JBETHERC20ProjectPayerDeployer,0.8.6,49,5/07/2022
mainnet,0x38b394cd27c3b0d865f58a4512b65c7b0ab6db66,BurnableOpenPaymentFactory,v0.4.18,45,10/27/2017
mainnet,0x55d5a9ab9a97509ba0db01b8d5040567b14d2304,PrestiCoinCrowdsale,v0.4.15,7,10/27/2017
mainnet,0xb2dc58875c178d5cf884a85555b9c77ab639d3c4,Crowdsale,v0.4.24,1,5/19/2018
mainnet,0xb5c0651560e200d3e82be20799e47d9247947324,Sale,v0.4.17,2,10/25/2017
mainnet,0x53d696a0bf1913cfcbe34323033160a9a742c725,BankEth,0.6.12,7,7/24/2021
mainnet,0x961dfcf1da306a55b0d0302586ba3c63a7655942,CarrefourFactory,v0.4.25,2949,9/14/2018
mainnet,0x844e2883a0ce21718b999e459890bd16023dbca6,FidentiaXTokenSale,v0.4.18,439,10/27/2017
mainnet,0x9704a9f123a40b8f2687d9353121f1a5aa0276bf,Crowdsale,v0.4.18,6,10/26/2017
mainnet,0x7c897cb900d1e47e385b5e4032073bb47fe0b680,BPOOF,0.8.4,19,3/04/2023
mainnet,0x88b9e2b80e573fc9d44ebe96109b5fb4032a3258,FidentiaXTokenSale,v0.4.18,3,10/26/2017
mainnet,0x1304075be5a6c72a657fe8eb04dad5a7eae6bc31,SQT,0.8.17,4,9/26/2022
mainnet,0xd6df3126ba62b26ea884bb8c1fa0ce7655811bc3,DOLAN,0.8.13,377,11/04/2022
mainnet,0x9b68bfae21df5a510931a262cecf63f41338f264,NewDecentBetToken,v0.4.16,27194,10/26/2017
mainnet,0xf30c36d677495642f1759ddbafb2d7df38185d14,BabyKakuan,0.8.13,43,5/07/2022
mainnet,0x225768991041208b9463a550c99010e99bfd5bf5,BankEth,0.6.12,1,7/24/2021
mainnet,0x1cce4079a9c65920390ea38d5ffbeeb3f4aaab77,MeeTipCrowdsale,v0.4.16,360,10/25/2017
mainnet,0x95ca3c80e18c144f83e000164049ce1d78091c6a,TrumpWonEth,0.8.9,27,1/20/2023
mainnet,0xd75f1f81b69bdd4df8efbb70e9c6f4609009d753,Yashav3,0.8.13,1123,6/29/2022
mainnet,0x82e5d20c3978700c1df940208abb89e439a75d0d,GoingParabolic,0.8.13,120,6/29/2022
mainnet,0x4a8eefabacefc77d1fc8dc9c738c23901a0051fa,NFTY,0.6.12,1,10/23/2021
mainnet,0x82d1eadd26536ee5a00c90a0c7cb5b3085da979d,DaoFactory,0.8.17,4,11/04/2022
mainnet,0xbe0c826f17680d8da620855be89dd6544c034ca1,BankEth,0.6.12,11683,7/24/2021
mainnet,0x01806da15f9e13284d354889c505bfb32b6145e2,Token,0.8.19,2,3/04/2023
mainnet,0x8a4aeb9455896e2cd498a9afc42a7f85638660eb,StockBetSale,v0.4.18,1,10/24/2017
mainnet,0x94dc1cf66c8fd62ef3bd7da53f47423862839823,Sale,v0.4.11,2171,10/23/2017
mainnet,0x934c1ff0bed280f3041ff7e3131b156f45ac8b5c,TWITTERINU,0.8.7,364,1/12/2022
mainnet,0x4e9f1df3c894711467235d703d52e47fc07e77a9,DynamicRewardToken,0.7.6,35,7/25/2021
mainnet,0x43e1e40d405151fc83891b1eecfccddfb0292732,PotionCraftingAdventure,0.8.9,2331,12/13/2022
mainnet,0x64d11a4cf5d1450c120f19396f23c8862f373a9b,IcoRocketFuel,v0.4.25,3,9/18/2018
mainnet,0xec3637bcb1f931046598da09a464f221b9ca85f4,POWDAO,0.8.7,32,1/12/2022
mainnet,0x976a155b58f24db1c8e50dbd65313e85b3f29a63,MILL,0.6.12,1,10/24/2022
mainnet,0xf92a1f2ad0b9a660021f11b09f973f2d066fa697,BankOfKakuan,0.8.13,34,5/08/2022
mainnet,0xbf4a118eb640e47f19d55824f08ea6f6ae318248,CREEPY,0.8.13,164,12/14/2022
mainnet,0x4f5cfeed7d7a55b1e9a0714dc209b15b00f75dd8,WonderlandClassic,0.8.10,56,6/30/2022
mainnet,0x38ccfb2ddbc6368d652dbea568cf9b8a1e2ee929,EDGE,0.8.13,8,5/08/2022
mainnet,0x6d439dba58e8642746c155fe902b1833892f2504,WealthWalletFactory,0.7.6,4,7/25/2021
mainnet,0xd42432729a619d4b90695922c0b448983b10fe2c,BankofDejitaru,0.8.16,31,9/25/2022
mainnet,0xad1461bdb3e306f3e92b8bcc3312ca714a6239e7,BankOfKakuan,0.8.13,152,5/08/2022
mainnet,0x9893b325ae9132a6f244829fdc8a032e5bebcf40,PLTContract,0.8.4,96,7/26/2021
mainnet,0x746f66ff3e7381c55083e32627d1f8cb8969ea5d,DynamicRewardToken,0.7.6,321,7/26/2021
mainnet,0x555eedd21fbef9789ad25a531e342df0d020d98d,InvestyPresale,v0.4.16,84,10/21/2017
mainnet,0xab24ae87a789f6f56b8eee289782a24c14560b33,TradingPairAlgorithm,0.8.17,31,3/04/2023
mainnet,0x81481c47639c8e1bbf07e7b1b868b48ee8bbcd23,WisePlatSale,v0.4.16,13,10/15/2017
mainnet,0x4eb5f89549c4d7a57267340c13fcca1049b57f9e,MyWishCrowdsale,v0.4.18,681,10/21/2017
mainnet,0x7ce7ac8bf1d5f9d9dc10c5c35e6d2dcee8cfc027,BlackPanther,0.8.7,10,11/03/2022
mainnet,0xfd6b7a47a67f731d6d23872dbedd204c22f30a84,Dropout,0.8.15,99,1/21/2023
mainnet,0x9bcd4f04cafead107dfd715b4922b22d8ab941a0,CrowdsaleiPRONTOLiveICO,v0.4.18,312,3/27/2018
mainnet,0x10a6d7296fe981bdef02422f47f1e07ab97f09a9,BitcoinInu,0.8.13,830,1/21/2023
mainnet,0x0746c91dd2d0d657b41f4411bd5535608755278f,PPTokenCrowdsale,v0.4.21,19,5/16/2018
mainnet,0x4dfbb5876ae4646d33ac64d10ef6d4cd3af2f7e1,TheBlackFriday,0.8.13,4,11/03/2022
mainnet,0xcb7f070fda083e8e5f40559376c360f0709e985c,DeckCoinCrowdsale,v0.4.18,72,10/19/2017
mainnet,0xf772ffb1e6c267bd2ffc7b6869eab7b01b50bc56,Pump,0.7.4,89,12/14/2022
mainnet,0x0dea77b8a4be0e63e46f89cd78705b5982a6bed9,Crowdsale,v0.4.18,3,10/19/2017
mainnet,0x029b0c90db9a97aab252da5b292b6061d397fa95,BlockbidCrowdsale,v0.4.15,319,10/19/2017
mainnet,0x5a91bab64ece3428fc4e6b1cb327cd00387b5ded,LifCrowdsale,v0.4.15,14,10/19/2017
mainnet,0x14dbde02e1caac6c1b8b543577ebf0af6a7a5c7f,LifCrowdsale,v0.4.15,3,10/18/2017
mainnet,0x68260379902205cf84e393ffc45f40663c54bd14,MilestoneManager,0.7.6,2,3/17/2022
mainnet,0x9ee855a2ef1790b3d100921bddf717a1ce4c5257,EtherZaarCrowdsaleFactory,v0.4.23,14,5/15/2018
mainnet,0x63ad3da98465ad890e73e4b334e4617a6d83d9a1,pheenTokenFundraiser,v0.4.24,30,9/15/2018
mainnet,0xe8ce207631f9ac80688587cae05a159bd5356e78,STQPreICO2,v0.4.15,8,10/17/2017
mainnet,0xdec8ec49c1958f1a3c7c77c91f1d66d54b9e0c43,EtherZaarCrowdsaleFactory,v0.4.23,3,5/15/2018
mainnet,0xc6493db72f595824f434d83682ed6f9aefa1a3d8,Aureus,0.8.4,4,6/30/2022
mainnet,0x2c11c8a708caea4512a3ad365800f20a0952dc0f,ArgoVestingFactory,0.7.3,42,5/12/2021
mainnet,0xc592c63a86d03d1ac2aad4a0a2d5cd1eb724ddba,LCD,v0.4.17,120,10/16/2017
mainnet,0x484c6c752e14460df88dde710bb17fa5d3393b53,GenTokens,v0.4.17,84,10/16/2017
mainnet,0x05437d5073fbe4a32bc08636d47eaab0b5f8f75b,CrowdProposalFactory,0.6.12,2,8/15/2022
mainnet,0x8df59ce1bdc4c60fa04cfed28d7d668f5a629aa3,Crowdsale,v0.4.23,2,5/15/2018
mainnet,0xb4f10530e531c32490c68062662eb5684057afb4,Crowdsale,v0.4.15,248,10/15/2017
mainnet,0xe8b84fccba29fb5f708de33c5b1fed8b40d4b4f1,NacContract,v0.4.18,2,5/14/2018
mainnet,0x0a18fcacf80a205119f6dace51e9119f2f1c0e5f,Configurator,v0.4.17,2,10/15/2017
mainnet,0x15e365ca920bae8fecc9d550d2c9dfcb33121873,Crowdsale,v0.4.15,7,9/13/2018
mainnet,0x1393f1fb2e243ee68efe172ebb6831772633a926,TokenFactory,v0.4.21,5,5/12/2018
mainnet,0x1c57a5ee9c5a90c9a5e31b5265175e0642b943b1,MementoRise,0.8.13,26,5/10/2022
mainnet,0xb37868f74d414121bbc5e7879449eb4215c12d15,OnePieceGearUp,0.8.13,95,7/01/2022
mainnet,0xad7d4c30e7c7a1c096a766f445c0b9ef2ac13a7d,Crowdsale,v0.4.21,1,5/13/2018
mainnet,0xf3d71e8595497ff02a3a50416795fa9a4f2d2a34,Crowdsale,v0.4.17,16,10/13/2017
mainnet,0x5027880b5a4c5bbb88d229a334aa8f31e6e67197,HDLContract,v0.4.13,198,10/12/2017
mainnet,0x720207f72c487cf50f33a8d170e4d31f70998f97,AVATAR,0.7.4,1689,11/04/2022
mainnet,0x04797c1ae852a31665d8e512ddae33e6044ef39d,InstaDice,v0.4.23,15006,5/13/2018
mainnet,0x9337651f1dfac7f858d4e08a2da27b001e6af6b8,Crowdsale,v0.4.13,268,9/28/2017
mainnet,0xa2ed452396e3afd966a0337c5186456d0dc67bfa,STQPreICO,v0.4.15,92,10/11/2017
mainnet,0x097a5e3d974332aa5612675caaaeb117091dc743,ShibaUncle,0.8.13,219,1/22/2023
mainnet,0x27101367dab5a3493d34195c1751be0f559f4efb,SAD,0.8.13,20,3/19/2022
mainnet,0xd7850679a99d7af3d4ccbe4cefd45a782e563c1d,Peacock,0.6.12,259,7/28/2021
mainnet,0x1ba6859e161887c64f8543c5cfcb1d422cb822a7,TEHBANK,0.8.15,177,8/16/2022
mainnet,0x2f22c502a8029d5e64aeafb6e0a214c0323f43c7,STQPreICO,v0.4.15,10,10/10/2017
mainnet,0x6d79bbc7236e7fa27ac99ec2a0f9c85529800448,NoNut,0.8.15,14,11/04/2022
mainnet,0x934f1fec0ee00a8b02285e8b32263dd4b735dd78,Crowdsale,v0.4.15,1,10/09/2017
mainnet,0x2b9fb4e04c1a5e5fa480aaffe539aa4a223e42f6,SCIDAO,0.8.13,3,5/05/2022
mainnet,0xadab02c06c3633c21ce0f35e16c67be85057bdca,BabyBelfort,0.8.4,229,7/28/2021
mainnet,0x2072d16c15978a7050a93b62a315e1caa13c6c27,TaskManager,v0.4.23,159,5/08/2018
mainnet,0xd70c07759c86212d1558796d7c15480c00524b2a,MonarchyController,v0.4.23,10,5/08/2018
mainnet,0x8e4f34b5dae571d2193578fd2615fc0200aff28c,Comptroller,v0.4.23,1,5/08/2018
mainnet,0x6d3543d4b11683847697f5b9a3a9d116cf13dedd,VideoPoker,v0.4.23,662,5/08/2018
mainnet,0xfe1b613f17f984e27239b0b2dccfb1778888dfae,InstaDice,v0.4.23,145,5/11/2018
mainnet,0x09bb19ea836b2b6ed129a913b8122daa9d783295,Boner,0.8.13,33,1/22/2023
mainnet,0xfda026d419e74f394401193e0ee359c0c788d597,LightningQiwiCrowdsale,v0.4.15,6,10/09/2017
mainnet,0x414a609238afc34060d1d2d535b11371dc18071f,Crowdsale,v0.4.17,1,10/08/2017
mainnet,0x400784d4d1fe603b2e7a96416fa9a1afadf47009,UncTokenSale,v0.4.23,55,7/20/2018
mainnet,0x3c24f5560797280f12e190cac7e5711a73c91c63,VestingMasterContract,v0.4.21,46,5/11/2018
mainnet,0xbaa9c87c92e8b1408ac1302a6d2099073359f9a8,StupidMoney,0.8.13,82,7/01/2022
mainnet,0xe31f159cdc3370aec8ef5fbf3b7fce23766155f5,TheStudioToken,v0.4.17,12,10/08/2017
mainnet,0x97208bf5dc25e6fd4719cfc2a3c1d1a59a974c3b,RequestTokenSale,v0.4.15,19266,10/07/2017
mainnet,0xa0dc769b0cb66978758f7a72a4e47e2cff1ee88e,TOKEN,0.8.17,30,3/06/2023
mainnet,0x7a95a28ba80d0af4484d8036f81fe6a1cc670d78,TEHBANK,0.8.15,60,8/15/2022
mainnet,0x36b86289ccce0984251ccca62871b589b0f52d68,TokenFactory,v0.4.21,3,5/09/2018
mainnet,0x79323464e09800607e676a03b987330cdf04874b,VaultFactory,0.8.4,13,7/28/2021
mainnet,0x8973db8731b364985ffa4d6f579e0d1a022ad6e6,Karbon14Crowdsale,v0.4.24,2,9/11/2018
mainnet,0x07ec30473ef6e1b9a434b1d48b97f79d46c13d5f,EidooTokenSale,v0.4.17,2638,10/02/2017
mainnet,0x3900439ab9ac89a9db5c3364040b10a05ba2f984,BitplusCrowdsale,v0.4.18,50,10/01/2017
mainnet,0xbb35ca5e82934bce77385fa4ab13f7116068287c,DynamicRewardToken,0.7.6,39,7/28/2021
mainnet,0x255d597951300a913d5e327c6e92ddc05923febe,CPCrowdsale,v0.4.15,2593,9/29/2017
mainnet,0x874d893b4777d821b5c342a03be422f14ca35110,FlyCareTokenSale,v0.4.19,38,5/10/2018
